"","id","inclinacion_peligrosa"
"3372",12087,1
"3373",12092,1
"3374",12094,0
"3375",12096,1
"3376",12101,0
"3377",12103,0
"3378",12104,1
"3379",12106,0
"3380",12111,1
"3381",12113,0
"3382",12118,0
"3383",12120,0
"3384",12122,0
"3385",12127,0
"3386",12135,0
"3387",12137,0
"3388",12142,1
"3389",12143,0
"3390",12144,1
"3391",12148,1
"3392",12149,1
"3393",12150,1
"3394",12151,1
"3395",12152,1
"3396",12154,0
"3397",12155,0
"3398",12160,1
"3399",12162,1
"3400",12165,1
"3401",12166,1
"3402",12170,1
"3403",12175,1
"3404",12177,1
"3405",12180,1
"3406",12181,1
"3407",12183,0
"3408",12184,0
"3409",12186,1
"3410",12187,0
"3411",12188,0
"3412",12189,0
"3413",12197,0
"3414",12200,0
"3415",12202,0
"3416",12206,1
"3417",12209,0
"3418",12212,0
"3419",12214,0
"3420",12219,1
"3421",12228,0
"3422",12233,0
"3423",12234,0
"3424",12235,1
"3425",12239,1
"3426",12241,1
"3427",12256,1
"3428",12260,1
"3429",12264,1
"3430",12267,1
"3431",12276,0
"3432",12279,1
"3433",12285,0
"3434",12288,1
"3435",12291,0
"3436",12292,0
"3437",12294,0
"3438",12296,0
"3439",12304,1
"3440",12306,0
"3441",12308,0
"3442",12309,0
"3443",12313,0
"3444",12314,1
"3445",12315,0
"3446",12321,0
"3447",12323,0
"3448",12326,1
"3449",12327,1
"3450",12331,1
"3451",12333,1
"3452",12336,1
"3453",12338,1
"3454",12339,1
"3455",12348,0
"3456",12354,1
"3457",12358,1
"3458",12359,0
"3459",12363,1
"3460",12366,1
"3461",12368,1
"3462",12371,0
"3463",12373,1
"3464",12378,1
"3465",12381,1
"3466",12384,1
"3467",12394,1
"3468",12399,1
"3469",12401,1
"3470",12403,0
"3471",12404,0
"3472",12409,0
"3473",12411,0
"3474",12412,1
"3475",12416,0
"3476",12417,1
"3477",12419,0
"3478",12428,0
"3479",12432,1
"3480",12433,1
"3481",12435,0
"3482",12436,0
"3483",12437,0
"3484",12440,0
"3485",12441,0
"3486",12444,0
"3487",12452,0
"3488",12460,0
"3489",12468,1
"3490",12473,1
"3491",12475,1
"3492",12477,1
"3493",12478,0
"3494",12480,0
"3495",12487,0
"3496",12489,1
"3497",12494,0
"3498",12498,1
"3499",12499,0
"3500",12505,0
"3501",12506,0
"3502",12508,0
"3503",12510,0
"3504",12512,0
"3505",12515,0
"3506",12516,1
"3507",12518,0
"3508",12527,0
"3509",12531,1
"3510",12532,1
"3511",12534,0
"3512",12541,0
"3513",12542,0
"3514",12544,0
"3515",12546,0
"3516",12551,1
"3517",12552,0
"3518",12555,1
"3519",12556,0
"3520",12560,1
"3521",12561,1
"3522",12563,0
"3523",12564,1
"3524",12569,0
"3525",12572,0
"3526",12574,1
"3527",12576,1
"3528",12578,1
"3529",12580,1
"3530",12589,1
"3531",12591,1
"3532",12595,0
"3533",12597,0
"3534",12598,1
"3535",12600,0
"3536",12601,1
"3537",12605,0
"3538",12608,1
"3539",12612,1
"3540",12624,1
"3541",12627,0
"3542",12629,0
"3543",12630,0
"3544",12643,1
"3545",12644,1
"3546",12646,0
"3547",12649,1
"3548",12650,0
"3549",12654,0
"3550",12658,1
"3551",12659,0
"3552",12660,0
"3553",12661,0
"3554",12667,1
"3555",12668,1
"3556",12674,1
"3557",12677,1
"3558",12683,0
"3559",12687,0
"3560",12697,1
"3561",12719,1
"3562",12721,1
"3563",12722,0
"3564",12727,0
"3565",12728,0
"3566",12729,1
"3567",12730,1
"3568",12733,0
"3569",12735,0
"3570",12737,1
"3571",12738,1
"3572",12740,0
"3573",12743,1
"3574",12744,1
"3575",12745,0
"3576",12746,0
"3577",12748,1
"3578",12751,0
"3579",12759,0
"3580",12762,0
"3581",12764,1
"3582",12768,1
"3583",12774,1
"3584",12776,0
"3585",12777,0
"3586",12780,0
"3587",12782,0
"3588",12789,0
"3589",12793,1
"3590",12806,0
"3591",12807,0
"3592",12808,1
"3593",12811,0
"3594",12819,1
"3595",12826,0
"3596",12831,1
"3597",12836,1
"3598",12837,0
"3599",12839,0
"3600",12843,0
"3601",12846,0
"3602",12851,1
"3603",12854,0
"3604",12858,0
"3605",12859,0
"3606",12869,0
"3607",12873,0
"3608",12877,0
"3609",12883,0
"3610",12889,0
"3611",12894,0
"3612",12897,0
"3613",12900,0
"3614",12901,0
"3615",12910,0
"3616",12913,0
"3617",12914,0
"3618",12915,0
"3619",12917,0
"3620",12918,0
"3621",12920,0
"3622",12924,0
"3623",12935,0
"3624",12942,0
"3625",12946,1
"3626",12947,0
"3627",12955,0
"3628",12956,0
"3629",12961,0
"3630",12967,0
"3631",12978,1
"3632",12983,0
"3633",12998,1
"3634",12999,0
"3635",13009,0
"3636",13013,0
"3637",13017,1
"3638",13019,1
"3639",13022,0
"3640",13023,1
"3641",13024,1
"3642",13025,1
"3643",13031,0
"3644",13033,0
"3645",13035,1
"3646",13039,0
"3647",13041,0
"3648",13043,0
"3649",13047,1
"3650",13050,0
"3651",13060,1
"3652",13067,1
"3653",13073,0
"3654",13079,0
"3655",13085,0
"3656",13087,0
"3657",13090,0
"3658",13091,0
"3659",13096,1
"3660",13106,0
"3661",13110,0
"3662",13118,1
"3663",13122,0
"3664",13125,1
"3665",13126,1
"3666",13130,0
"3667",13141,0
"3668",13144,1
"3669",13147,0
"3670",13157,0
"3671",13161,0
"3672",13163,0
"3673",13165,0
"3674",13169,0
"3675",13172,0
"3676",13175,0
"3677",13177,0
"3678",13178,0
"3679",13181,0
"3680",13184,0
"3681",13188,0
"3682",13194,1
"3683",13200,0
"3684",13205,0
"3685",13210,0
"3686",13213,0
"3687",13216,0
"3688",13217,0
"3689",13218,0
"3690",13220,1
"3691",13221,1
"3692",13225,0
"3693",13226,0
"3694",13229,0
"3695",13230,0
"3696",13232,0
"3697",13234,0
"3698",13240,0
"3699",13248,1
"3700",13251,1
"3701",13265,0
"3702",13267,1
"3703",13272,1
"3704",13274,1
"3705",13275,1
"3706",13278,1
"3707",13285,1
"3708",13288,1
"3709",13292,0
"3710",13305,0
"3711",13310,1
"3712",13313,0
"3713",13322,1
"3714",13326,0
"3715",13329,0
"3716",13332,0
"3717",13336,0
"3718",13337,0
"3719",13340,0
"3720",13344,1
"3721",13355,1
"3722",13356,0
"3723",13359,0
"3724",13360,0
"3725",13361,0
"3726",13363,0
"3727",13364,0
"3728",13367,0
"3729",13374,0
"3730",13377,0
"3731",13379,0
"3732",13380,1
"3733",13383,0
"3734",13386,1
"3735",13387,0
"3736",13400,0
"3737",13404,0
"3738",13413,0
"3739",13417,1
"3740",13419,1
"3741",13420,0
"3742",13421,0
"3743",13427,1
"3744",13428,0
"3745",13430,0
"3746",13433,0
"3747",13439,1
"3748",13441,0
"3749",13452,0
"3750",13454,1
"3751",13456,1
"3752",13464,1
"3753",13472,0
"3754",13473,0
"3755",13476,0
"3756",13481,0
"3757",13482,1
"3758",13492,0
"3759",13501,0
"3760",13503,0
"3761",13504,0
"3762",13507,1
"3763",13509,0
"3764",13510,0
"3765",13512,0
"3766",13513,0
"3767",13516,1
"3768",13519,1
"3769",13521,0
"3770",13523,1
"3771",13525,1
"3772",13535,1
"3773",13536,1
"3774",13539,0
"3775",13541,1
"3776",13543,0
"3777",13544,0
"3778",13546,0
"3779",13547,1
"3780",13548,0
"3781",13554,0
"3782",13560,1
"3783",13566,1
"3784",13568,1
"3785",13570,0
"3786",13573,0
"3787",13576,0
"3788",13579,0
"3789",13580,0
"3790",13581,1
"3791",13589,0
"3792",13594,0
"3793",13598,0
"3794",13600,0
"3795",13603,0
"3796",13605,0
"3797",13607,0
"3798",13608,1
"3799",13609,1
"3800",13610,0
"3801",13614,1
"3802",13616,1
"3803",13618,1
"3804",13619,0
"3805",13620,1
"3806",13626,0
"3807",13628,0
"3808",13629,1
"3809",13630,1
"3810",13632,1
"3811",13634,0
"3812",13642,1
"3813",13647,1
"3814",13648,1
"3815",13649,0
"3816",13651,0
"3817",13655,0
"3818",13657,1
"3819",13661,1
"3820",13663,0
"3821",13667,1
"3822",13670,1
"3823",13673,1
"3824",13681,0
"3825",13685,0
"3826",13686,0
"3827",13687,1
"3828",13695,0
"3829",13697,0
"3830",13698,0
"3831",13699,1
"3832",13700,0
"3833",13701,1
"3834",13704,0
"3835",13708,0
"3836",13710,1
"3837",13711,0
"3838",13716,1
"3839",13722,1
"3840",13725,1
"3841",13733,0
"3842",13734,0
"3843",13738,0
"3844",13741,0
"3845",13743,1
"3846",13745,0
"3847",13748,0
"3848",13750,0
"3849",13756,0
"3850",13758,1
"3851",13761,1
"3852",13763,1
"3853",13764,0
"3854",13766,0
"3855",13767,1
"3856",13769,0
"3857",13777,0
"3858",13780,1
"3859",13787,1
"3860",13789,1
"3861",13791,1
"3862",13793,1
"3863",13799,1
"3864",13805,1
"3865",13806,1
"3866",13810,1
"3867",13813,0
"3868",13817,0
"3869",13822,0
"3870",13824,1
"3871",13826,1
"3872",13831,1
"3873",13834,0
"3874",13837,1
"3875",13838,1
"3876",13839,1
"3877",13849,0
"3878",13853,0
"3879",13856,0
"3880",13857,0
"3881",13858,0
"3882",13867,1
"3883",13868,0
"3884",13872,0
"3885",13874,0
"3886",13883,0
"3887",13884,0
"3888",13890,0
"3889",13892,0
"3890",13894,0
"3891",13898,0
"3892",13907,0
"3893",13910,0
"3894",13911,0
"3895",13914,0
"3896",13917,0
"3897",13919,0
"3898",13923,0
"3899",13932,1
"3900",13934,0
"3901",13935,0
"3902",13937,0
"3903",13938,0
"3904",13939,0
"3905",13940,0
"3906",13941,1
"3907",13942,0
"3908",13943,0
"3909",13945,0
"3910",13948,0
"3911",13949,1
"3912",13952,0
"3913",13953,0
"3914",13954,0
"3915",13957,1
"3916",13958,0
"3917",13960,0
"3918",13966,0
"3919",13968,0
"3920",13972,0
"3921",13974,0
"3922",13978,0
"3923",13983,0
"3924",13987,0
"3925",13990,0
"3926",13991,0
"3927",13992,0
"3928",13996,0
"3929",13997,0
"3930",13999,1
"3931",14004,0
"3932",14009,0
"3933",14010,0
"3934",14013,0
"3935",14014,0
"3936",14021,0
"3937",14026,0
"3938",14027,0
"3939",14029,0
"3940",14030,0
"3941",14031,0
"3942",14034,0
"3943",14036,0
"3944",14047,1
"3945",14051,0
"3946",14053,1
"3947",14054,0
"3948",14055,1
"3949",14057,1
"3950",14059,1
"3951",14061,0
"3952",14065,0
"3953",14073,1
"3954",14074,0
"3955",14079,0
"3956",14080,0
"3957",14081,1
"3958",14085,1
"3959",14086,0
"3960",14090,0
"3961",14093,0
"3962",14094,0
"3963",14098,0
"3964",14103,0
"3965",14111,0
"3966",14112,0
"3967",14117,1
"3968",14120,0
"3969",14121,0
"3970",14124,0
"3971",14125,1
"3972",14128,0
"3973",14134,1
"3974",14141,1
"3975",14143,1
"3976",14144,1
"3977",14147,1
"3978",14149,0
"3979",14155,0
"3980",14167,1
"3981",14168,1
"3982",14171,0
"3983",14175,1
"3984",14178,0
"3985",14179,0
"3986",14180,0
"3987",14184,1
"3988",14185,1
"3989",14187,0
"3990",14188,0
"3991",14189,0
"3992",14191,0
"3993",14195,0
"3994",14196,0
"3995",14201,0
"3996",14202,1
"3997",14207,0
"3998",14210,0
"3999",14213,0
"4000",14216,1
"4001",14219,1
"4002",14224,0
"4003",14233,0
"4004",14235,0
"4005",14236,0
"4006",14245,1
"4007",14251,1
"4008",14253,1
"4009",14261,0
"4010",14265,0
"4011",14269,0
"4012",14272,0
"4013",14273,0
"4014",14277,0
"4015",14279,0
"4016",14281,0
"4017",14289,0
"4018",14290,0
"4019",14293,1
"4020",14295,0
"4021",14301,0
"4022",14306,0
"4023",14310,0
"4024",14318,1
"4025",14321,0
"4026",14322,0
"4027",14329,0
"4028",14332,0
"4029",14342,0
"4030",14344,1
"4031",14354,0
"4032",14355,0
"4033",14356,0
"4034",14358,0
"4035",14360,0
"4036",14369,0
"4037",14371,0
"4038",14372,0
"4039",14379,0
"4040",14384,0
"4041",14385,0
"4042",14394,0
"4043",14401,0
"4044",14405,0
"4045",14409,0
"4046",14413,0
"4047",14418,0
"4048",14425,0
"4049",14427,0
"4050",14437,0
"4051",14439,0
"4052",14440,0
"4053",14441,0
"4054",14443,0
"4055",14446,1
"4056",14447,0
"4057",14456,0
"4058",14460,0
"4059",14465,0
"4060",14466,0
"4061",14469,0
"4062",14470,0
"4063",14472,0
"4064",14475,0
"4065",14477,0
"4066",14480,0
"4067",14485,0
"4068",14486,0
"4069",14487,0
"4070",14488,0
"4071",14492,0
"4072",14493,0
"4073",14495,0
"4074",14503,1
"4075",14505,0
"4076",14508,0
"4077",14511,0
"4078",14512,0
"4079",14521,0
"4080",14524,0
"4081",14529,0
"4082",14532,0
"4083",14533,0
"4084",14536,0
"4085",14539,0
"4086",14545,0
"4087",14550,0
"4088",14553,0
"4089",14561,0
"4090",14562,0
"4091",14567,1
"4092",14573,0
"4093",14574,0
"4094",14577,0
"4095",14578,0
"4096",14579,0
"4097",14582,0
"4098",14584,0
"4099",14586,0
"4100",14587,0
"4101",14588,0
"4102",14591,0
"4103",14600,0
"4104",14605,0
"4105",14606,0
"4106",14614,0
"4107",14617,0
"4108",14618,0
"4109",14619,0
"4110",14623,0
"4111",14625,0
"4112",14627,0
"4113",14630,0
"4114",14640,0
"4115",14641,0
"4116",14647,0
"4117",14648,0
"4118",14651,0
"4119",14656,0
"4120",14658,0
"4121",14675,0
"4122",14680,0
"4123",14681,0
"4124",14684,0
"4125",14685,0
"4126",14686,0
"4127",14687,0
"4128",14691,0
"4129",14692,0
"4130",14693,0
"4131",14696,0
"4132",14706,0
"4133",14712,0
"4134",14713,1
"4135",14719,0
"4136",14723,0
"4137",14741,0
"4138",14743,0
"4139",14744,0
"4140",14746,0
"4141",14748,0
"4142",14752,0
"4143",14754,0
"4144",14755,0
"4145",14759,0
"4146",14761,0
"4147",14764,0
"4148",14765,0
"4149",14772,0
"4150",14775,0
"4151",14776,0
"4152",14779,0
"4153",14780,0
"4154",14785,0
"4155",14788,0
"4156",14790,0
"4157",14791,0
"4158",14794,0
"4159",14800,0
"4160",14801,0
"4161",14803,0
"4162",14813,0
"4163",14818,0
"4164",14822,0
"4165",14823,0
"4166",14835,0
"4167",14836,0
"4168",14839,0
"4169",14851,0
"4170",14854,0
"4171",14859,0
"4172",14861,0
"4173",14864,0
"4174",14865,0
"4175",14866,1
"4176",14870,0
"4177",14871,0
"4178",14874,0
"4179",14877,0
"4180",14880,0
"4181",14882,0
"4182",14883,0
"4183",14889,0
"4184",14892,0
"4185",14894,0
"4186",14896,0
"4187",14898,1
"4188",14902,0
"4189",14905,0
"4190",14908,0
"4191",14912,0
"4192",14916,0
"4193",14921,0
"4194",14922,0
"4195",14924,0
"4196",14930,0
"4197",14934,1
"4198",14936,1
"4199",14938,0
"4200",14941,0
"4201",14942,0
"4202",14943,0
"4203",14944,0
"4204",14945,0
"4205",14950,0
"4206",14951,0
"4207",14964,0
"4208",14966,0
"4209",14972,0
"4210",14973,0
"4211",14974,0
"4212",14981,0
"4213",14982,0
"4214",14984,0
"4215",14985,0
"4216",14986,0
"4217",14998,0
"4218",15001,0
"4219",15005,0
"4220",15011,0
"4221",15021,0
"4222",15026,0
"4223",15028,0
"4224",15029,0
"4225",15033,0
"4226",15035,0
"4227",15040,0
"4228",15043,0
"4229",15044,0
"4230",15047,0
"4231",15051,0
"4232",15052,0
"4233",15059,0
"4234",15061,0
"4235",15072,1
"4236",15077,0
"4237",15079,0
"4238",15085,0
"4239",15087,0
"4240",15090,0
"4241",15100,0
"4242",15103,0
"4243",15105,0
"4244",15114,0
"4245",15122,0
"4246",15123,0
"4247",15125,0
"4248",15126,0
"4249",15128,0
"4250",15130,0
"4251",15134,0
"4252",15135,0
"4253",15139,0
"4254",15140,0
"4255",15142,0
"4256",15143,0
"4257",15145,0
"4258",15150,0
"4259",15154,0
"4260",15155,0
"4261",15158,0
"4262",15160,0
"4263",15164,0
"4264",15173,0
"4265",15182,0
"4266",15187,0
"4267",15196,0
"4268",15199,0
"4269",15208,0
"4270",15211,0
"4271",15212,0
"4272",15215,0
"4273",15220,0
"4274",15225,0
"4275",15226,0
"4276",15228,0
"4277",15231,0
"4278",15234,0
"4279",15245,0
"4280",15247,1
"4281",15251,1
"4282",15260,0
"4283",15265,0
"4284",15267,0
"4285",15275,0
"4286",15278,0
"4287",15283,0
"4288",15285,0
"4289",15286,0
"4290",15287,0
"4291",15297,0
"4292",15298,0
"4293",15300,0
"4294",15302,0
"4295",15304,0
"4296",15306,1
"4297",15309,0
"4298",15310,0
"4299",15312,1
"4300",15316,0
"4301",15318,0
"4302",15322,1
"4303",15327,0
"4304",15330,0
"4305",15333,0
"4306",15335,0
"4307",15340,0
"4308",15345,0
"4309",15352,0
"4310",15361,0
"4311",15365,0
"4312",15369,0
"4313",15372,0
"4314",15373,0
"4315",15374,0
"4316",15379,0
"4317",15383,0
"4318",15384,0
"4319",15388,0
"4320",15389,0
"4321",15392,0
"4322",15405,0
"4323",15406,0
"4324",15409,0
"4325",15415,1
"4326",15417,0
"4327",15418,1
"4328",15419,0
"4329",15421,1
"4330",15425,0
"4331",15431,0
"4332",15433,0
"4333",15438,0
"4334",15442,1
"4335",15447,0
"4336",15451,0
"4337",15455,0
"4338",15456,0
"4339",15465,0
"4340",15466,0
"4341",15476,0
"4342",15485,0
"4343",15486,0
"4344",15493,0
"4345",15500,0
"4346",15503,0
"4347",15511,1
"4348",15512,0
"4349",15518,0
"4350",15524,0
"4351",15538,0
"4352",15541,1
"4353",15548,0
"4354",15549,0
"4355",15556,0
"4356",15562,0
"4357",15567,0
"4358",15573,1
"4359",15584,0
"4360",15588,0
"4361",15590,0
"4362",15592,0
"4363",15612,0
"4364",15613,0
"4365",15616,0
"4366",15626,0
"4367",15628,0
"4368",15635,0
"4369",15637,0
"4370",15641,1
"4371",15656,0
"4372",15657,0
"4373",15658,0
"4374",15660,1
"4375",15665,1
"4376",15677,0
"4377",15679,0
"4378",15682,0
"4379",15696,0
"4380",15712,0
"4381",15714,0
"4382",15718,0
"4383",15725,0
"4384",15726,0
"4385",15729,0
"4386",15735,0
"4387",15738,0
"4388",15739,0
"4389",15742,0
"4390",15745,0
"4391",15748,0
"4392",15751,0
"4393",15756,0
"4394",15757,0
"4395",15763,0
"4396",15764,0
"4397",15768,0
"4398",15769,0
"4399",15772,0
"4400",15779,0
"4401",15782,1
"4402",15784,0
"4403",15786,0
"4404",15790,0
"4405",15791,0
"4406",15792,0
"4407",15794,0
"4408",15795,0
"4409",15807,0
"4410",15811,0
"4411",15814,0
"4412",15817,0
"4413",15821,0
"4414",15822,0
"4415",15824,0
"4416",15846,0
"4417",15854,0
"4418",15855,1
"4419",15856,0
"4420",15860,0
"4421",15863,0
"4422",15873,0
"4423",15874,0
"4424",15887,0
"4425",15895,0
"4426",15898,0
"4427",15899,0
"4428",15901,0
"4429",15903,0
"4430",15907,0
"4431",15909,0
"4432",15911,0
"4433",15912,1
"4434",15917,0
"4435",15920,0
"4436",15922,0
"4437",15930,0
"4438",15931,1
"4439",15933,0
"4440",15934,0
"4441",15938,0
"4442",15939,0
"4443",15940,1
"4444",15942,0
"4445",15944,0
"4446",15945,0
"4447",15949,0
"4448",15955,0
"4449",15957,0
"4450",15960,0
"4451",15964,1
"4452",15969,1
"4453",15974,1
"4454",15975,1
"4455",15985,0
"4456",15994,0
"4457",15996,1
"4458",15998,0
"4459",16003,1
"4460",16010,1
"4461",16012,1
"4462",16018,1
"4463",16020,1
"4464",16028,1
"4465",16031,1
"4466",16032,1
"4467",16033,0
"4468",16043,1
"4469",16060,1
"4470",16061,1
"4471",16063,0
"4472",16064,0
"4473",16066,0
"4474",16067,0
"4475",16068,0
"4476",16072,1
"4477",16084,1
"4478",16085,0
"4479",16089,1
"4480",16092,1
"4481",16093,1
"4482",16095,0
"4483",16096,1
"4484",16097,0
"4485",16098,0
"4486",16099,0
"4487",16102,0
"4488",16107,0
"4489",16110,0
"4490",16113,0
"4491",16125,1
"4492",16130,1
"4493",16132,1
"4494",16133,0
"4495",16135,1
"4496",16137,0
"4497",16139,1
"4498",16142,1
"4499",16147,0
"4500",16150,1
"4501",16151,1
"4502",16152,1
"4503",16154,1
"4504",16155,1
"4505",16156,1
"4506",16158,1
"4507",16161,1
"4508",16165,0
"4509",16168,1
"4510",16170,1
"4511",16172,1
"4512",16175,1
"4513",16176,1
"4514",16179,0
"4515",16181,1
"4516",16185,0
"4517",16187,0
"4518",16189,0
"4519",16197,0
"4520",16199,0
"4521",16205,0
"4522",16207,1
"4523",16210,1
"4524",16214,0
"4525",16215,1
"4526",16219,1
"4527",16220,1
"4528",16227,1
"4529",16229,0
"4530",16231,0
"4531",16235,1
"4532",16236,1
"4533",16237,1
"4534",16239,1
"4535",16243,1
"4536",16245,1
"4537",16247,1
"4538",16248,0
"4539",16259,1
"4540",16266,1
"4541",16269,1
"4542",16272,1
"4543",16275,1
"4544",16278,1
"4545",16281,0
"4546",16282,0
"4547",16283,0
"4548",16286,1
"4549",16288,0
"4550",16292,1
"4551",16294,1
"4552",16300,0
"4553",16303,1
"4554",16306,1
"4555",16309,1
"4556",16312,0
"4557",16316,0
"4558",16320,0
"4559",16327,1
"4560",16329,1
"4561",16331,1
"4562",16335,1
"4563",16338,1
"4564",16347,0
"4565",16348,0
"4566",16353,0
"4567",16355,0
"4568",16361,1
"4569",16365,1
"4570",16367,1
"4571",16369,1
"4572",16372,1
"4573",16376,0
"4574",16382,0
"4575",16383,0
"4576",16387,0
"4577",16390,0
"4578",16393,0
"4579",16394,0
"4580",16411,1
"4581",16413,1
"4582",16414,1
"4583",16420,1
"4584",16421,1
"4585",16445,1
"4586",16449,1
"4587",16451,1
"4588",16452,1
"4589",16453,1
"4590",16454,1
"4591",16456,1
"4592",16459,1
"4593",16464,1
"4594",16471,0
"4595",16477,0
"4596",16480,0
"4597",16490,1
"4598",16494,1
"4599",16496,1
"4600",16497,0
"4601",16500,1
"4602",16503,1
"4603",16504,0
"4604",16508,1
"4605",16513,1
"4606",16517,0
"4607",16519,1
"4608",16521,1
"4609",16522,0
"4610",16524,1
"4611",16528,0
"4612",16530,0
"4613",16534,0
"4614",16536,0
"4615",16549,0
"4616",16550,1
"4617",16552,1
"4618",16554,1
"4619",16563,1
"4620",16564,1
"4621",16570,1
"4622",16575,1
"4623",16579,0
"4624",16580,1
"4625",16583,1
"4626",16586,0
"4627",16594,1
"4628",16595,1
"4629",16596,1
"4630",16597,1
"4631",16609,0
"4632",16611,1
"4633",16615,0
"4634",16619,0
"4635",16625,0
"4636",16628,0
"4637",16630,0
"4638",16633,0
"4639",16640,0
"4640",16641,0
"4641",16644,0
"4642",16646,0
"4643",16652,0
"4644",16654,0
"4645",16655,0
"4646",16658,0
"4647",16661,1
"4648",16662,1
"4649",16665,1
"4650",16670,0
"4651",16672,1
"4652",16673,1
"4653",16676,0
"4654",16677,0
"4655",16679,0
"4656",16684,1
"4657",16685,0
"4658",16691,0
"4659",16699,0
"4660",16705,0
"4661",16713,1
"4662",16722,0
"4663",16726,0
"4664",16727,0
"4665",16729,0
"4666",16730,0
"4667",16731,0
"4668",16732,1
"4669",16733,0
"4670",16736,1
"4671",16737,1
"4672",16739,1
"4673",16742,1
"4674",16744,0
"4675",16745,1
"4676",16753,1
"4677",16756,1
"4678",16781,0
"4679",16782,0
"4680",16788,0
"4681",16789,0
"4682",16791,1
"4683",16792,0
"4684",16799,0
"4685",16801,0
"4686",16803,0
"4687",16810,0
"4688",16812,0
"4689",16814,0
"4690",16815,0
"4691",16816,0
"4692",16819,1
"4693",16823,0
"4694",16824,1
"4695",16825,0
"4696",16834,0
"4697",16838,0
"4698",16839,0
"4699",16842,0
"4700",16845,0
"4701",16846,0
"4702",16851,1
"4703",16852,1
"4704",16859,0
"4705",16863,0
"4706",16864,0
"4707",16869,0
"4708",16871,0
"4709",16877,0
"4710",16883,0
"4711",16897,0
"4712",16900,1
"4713",16901,0
"4714",16905,0
"4715",16907,1
"4716",16910,0
"4717",16912,0
"4718",16924,0
"4719",16925,0
"4720",16926,0
"4721",16927,0
"4722",16930,0
"4723",16941,1
"4724",16942,1
"4725",16957,0
"4726",16958,0
"4727",16959,0
"4728",16964,0
"4729",16970,0
"4730",16971,0
"4731",16972,0
"4732",16973,0
"4733",16978,0
"4734",16979,0
"4735",16980,1
"4736",16984,0
"4737",16985,1
"4738",16987,0
"4739",16988,0
"4740",16992,0
"4741",17006,0
"4742",17008,0
"4743",17013,1
"4744",17016,1
"4745",17017,0
"4746",17020,0
"4747",17021,0
"4748",17022,0
"4749",17027,0
"4750",17028,0
"4751",17033,1
"4752",17035,1
"4753",17040,1
"4754",17043,1
"4755",17044,0
"4756",17048,0
"4757",17051,0
"4758",17056,1
"4759",17062,1
"4760",17068,1
"4761",17073,1
"4762",17076,0
"4763",17080,0
"4764",17081,0
"4765",17082,0
"4766",17083,1
"4767",17086,1
"4768",17087,1
"4769",17090,1
"4770",17092,1
"4771",17093,0
"4772",17095,0
"4773",17099,1
"4774",17100,1
"4775",17103,1
"4776",17105,1
"4777",17106,1
"4778",17107,1
"4779",17109,1
"4780",17112,1
"4781",17115,1
"4782",17116,1
"4783",17117,1
"4784",17119,0
"4785",17120,1
"4786",17123,1
"4787",17134,1
"4788",17136,0
"4789",17138,1
"4790",17139,1
"4791",17141,1
"4792",17143,1
"4793",17145,1
"4794",17148,1
"4795",17149,1
"4796",17153,1
"4797",17160,0
"4798",17161,0
"4799",17164,0
"4800",17167,0
"4801",17169,1
"4802",17171,0
"4803",17183,1
"4804",17196,0
"4805",17200,0
"4806",17201,1
"4807",17202,1
"4808",17205,1
"4809",17206,1
"4810",17210,1
"4811",17211,1
"4812",17219,1
"4813",17226,1
"4814",17228,1
"4815",17232,0
"4816",17235,0
"4817",17236,1
"4818",17237,0
"4819",17239,0
"4820",17241,0
"4821",17243,0
"4822",17244,1
"4823",17248,1
"4824",17252,1
"4825",17253,1
"4826",17256,1
"4827",17257,1
"4828",17262,0
"4829",17265,0
"4830",17268,0
"4831",17270,0
"4832",17274,1
"4833",17279,0
"4834",17281,0
"4835",17287,0
"4836",17288,0
"4837",17289,0
"4838",17291,0
"4839",17296,0
"4840",17298,0
"4841",17300,1
"4842",17302,1
"4843",17311,1
"4844",17312,1
"4845",17315,1
"4846",17317,1
"4847",17319,1
"4848",17321,1
"4849",17323,1
"4850",17325,1
"4851",17327,1
"4852",17329,1
"4853",17337,1
"4854",17343,1
"4855",17349,1
"4856",17353,1
"4857",17355,1
"4858",17360,0
"4859",17365,1
"4860",17367,1
"4861",17368,1
"4862",17370,1
"4863",17371,0
"4864",17374,0
"4865",17378,1
"4866",17386,0
"4867",17391,1
"4868",17411,1
"4869",17412,1
"4870",17413,1
"4871",17415,0
"4872",17418,1
"4873",17423,0
"4874",17426,1
"4875",17432,1
"4876",17440,1
"4877",17442,1
"4878",17453,1
"4879",17455,1
"4880",17459,1
"4881",17463,0
"4882",17470,1
"4883",17471,0
"4884",17475,0
"4885",17476,0
"4886",17478,0
"4887",17479,1
"4888",17482,0
"4889",17483,1
"4890",17493,0
"4891",17494,0
"4892",17496,0
"4893",17499,1
"4894",17501,1
"4895",17504,1
"4896",17508,0
"4897",17509,0
"4898",17513,1
"4899",17514,1
"4900",17518,0
"4901",17519,0
"4902",17521,1
"4903",17532,0
"4904",17536,0
"4905",17549,0
"4906",17551,1
"4907",17554,1
"4908",17555,1
"4909",17558,1
"4910",17560,1
"4911",17561,1
"4912",17564,1
"4913",17567,0
"4914",17572,0
"4915",17573,0
"4916",17575,1
"4917",17588,0
"4918",17589,1
"4919",17590,1
"4920",17599,1
"4921",17600,1
"4922",17604,1
"4923",17607,1
"4924",17609,0
